country,ICAO,IATA,city,name,latitude,longitude,timezone,city_en,name_en
US,KELD,ELD,El Dorado,South Arkansas Regional At Goodwin Field,33.22097,-92.813202,America/Chicago,El Dorado,El Dorado South Arkansas Regional
US,KELM,ELM,Elmira,Elmira Corning Regional,42.16304,-76.895859,America/New_York,Elmira,Elmira Corning Regional
US,KELN,ELN,Ellensburg,Ellensburg Bowers,47.033001,-120.530998, ,Ellensburg,Ellensburg Bowers
US,KELO,LYU,Ely,Ely Municipal,47.824501,-91.830703,America/Chicago, , 
US,KELP,ELP,El Paso,El Paso,31.807249,-106.376999,America/Denver,El Paso,El Paso
US,KELY,ELY,Ely,Ely  Yelland Field,39.299701,-114.842002,America/Los_Angeles, , 
US,KEND,END,Enid,Vance Air Force Base,36.339199,-97.916496,America/Chicago, , 
US,KENV,ENV,Wendover,Wendover,40.7187,-114.030998,America/Denver, , 
US,KENW,ENW,Kenosha,Kenosha Regional,42.595699,-87.927803,America/Chicago, , 
US,KEOK,EOK,Keokuk,Keokuk Municipal,40.459899,-91.428497,America/Chicago, , 
US,KERI,ERI,Erie,ErieTom Ridge Field,42.082001,-80.176201,America/New_York,Erie,Erie
US,KERV,ERV,Kerrville,Kerrville Municipal Louis Schreiner Field,29.976699,-99.0857,America/Chicago, , 
US,KESC,ESC,Escanaba,Delta County,45.72266,-87.093697,America/New_York,Escanaba,Escanaba Delta County
US,KESF,ESF,Alexandria,Esler Regional,31.394899,-92.295799,America/Chicago, , 
US,KESN,ESN,Easton,Easton Newnam Field,38.804199,-76.069,America/New_York, , 
US,KEUF,EUF,Eufala,Weedon Field,31.951299,-85.128898,America/Chicago, , 
US,KEUG,EUG,Eugene,Mahlon Sweet Field,44.12458,-123.210999,America/Los_Angeles,Eugene,Eugene
US,KEVV,EVV,Evansville,Evansville Regional,38.036991,-87.532303,America/Chicago,Evansville,Evansville Regional
US,KEVW,EVW,Evanston,Evanston-Uinta County -Burns Field,41.274799,-111.035003,America/Denver, , 
US,KEWB,EWB,New Bedford,New Bedford Regional,41.676101,-70.956901,America/New_York, , 
US,KEWK,EWK,Newton,Newton City-County,38.0582,-97.274497,America/Chicago, , 
US,KEWN,EWN,New Bern,Coastal Carolina Regional,35.072971,-77.0429,America/New_York,New Bern,New Bern Coastal Carolina Regional
US,KEWR,EWR,纽约,纽瓦克自由,40.692501,-74.168602,America/New_York,New York,Newark Liberty
US,KEYW,EYW,Key West,Key West,24.55611,-81.759499,America/New_York,Key West,Key West
US,KF70,RBK,Murrieta-Temecula,French Valley,33.574199,-117.127998,America/Los_Angeles, , 
US,KFAF,FAF,Fort Eustis,Felker Army Air Field,37.132499,-76.608802,America/New_York, , 
US,KFAR,FAR,Fargo,Hector,46.92065,-96.815697,America/Chicago,Fargo,Fargo Hector
US,KFAT,FAT,Fresno,Fresno Yosemite,36.776192,-119.718002,America/Los_Angeles,Fresno,Fresno Yosemite
US,KFAY,FAY,Fayetteville,Fayetteville Regional Grannis Field,34.990002,-78.879997,America/New_York,Fayetteville,Fayetteville Regional
US,KFBG,FBG,Fredericksburg,Simmons Army Air Field,35.131801,-78.936698,America/New_York, , 
US,KFBR,FBR,Fort Bridger,Fort Bridger,41.391899,-110.406997,America/Denver, , 
US,KFCM,FCM,Eden Prairie,Flying Cloud,44.827221,-93.457222,America/Chicago,Minneapolis,Minneapolis Flying Cloud
US,KFCS,FCS,Fort Carson,Butts AAF (Fort Carson) Air Field,38.678398,-104.757003,America/Denver, , 
US,KFDY,FDY,Findley,Findlay,41.0135,-83.668701,America/New_York, , 
US,KFFA,FFA,Kill Devil Hills,First Flight,36.018199,-75.671302,America/New_York, , 
US,KFFO,FFO,Dayton,Wright-Patterson Air Force Base,39.826099,-84.048301,America/New_York, , 
US,KFFT,FFT,Frankfort,Capital City,38.182498,-84.904701,America/New_York, , 
US,KFFZ,MSC,Mesa,Falcon Field,33.4608,-111.727996,America/Phoenix, , 
US,KFHR,FRD,Friday Harbor,Friday Harbor,48.521999,-123.024002,America/Los_Angeles, , 
US,KFHU,FHU,Fort Huachuca,Sierra Vista Municipal Libby Army Air Field,31.588499,-110.344001,America/Phoenix, , 
US,KFKL,FKL,Franklin,Venullgo Regional,41.377899,-79.860397,America/New_York, , 
US,KFLD,FLD,Fond du Lac,Fond du Lac County,43.771198,-88.488403,America/Chicago, , 
US,KFLG,FLG,Flagstaff,Flagstaff Pulliam,35.140308,-111.668999,America/Phoenix,Flagstaff,Flagstaff Pulliam
US,KFLL,FLL,劳德代尔堡,劳德代尔堡 Hollywood,26.07258,-80.152702,America/New_York,Fort Lauderdale,Fort Lauderdale Hollywood
US,KFLO,FLO,Florence,Florence Regional,34.18536,-79.723801,America/New_York,Florence,Florence Regional
US,KFLV,FLV,Fort Leavenworth,Sherman Army Air Field,39.368301,-94.914703,America/Chicago, , 
US,KFME,FME,Fort Meade,Tipton,39.085399,-76.759399,America/New_York, , 
US,KFMH,FMH,Falmouth,Cape Cod Coast Guard Air Station,41.658401,-70.5214,America/New_York, , 
US,KFMN,FMN,Farmington,Four Corners Regional,36.741249,-108.228996,America/Denver,Farmington,Farmington Four Corners Regional
US,KFMY,FMY,Fort Myers,Page Field,26.586599,-81.863296,America/New_York, , 
US,KFNL,FNL,Fort Collins,Northern Colorado Regional,40.451804,-105.011,America/Denver, , 
US,KFNT,FNT,Flint,Bishop,42.96542,-83.743599,America/New_York,Flint,Flint Bishop
US,KFOD,FOD,Fort Dodge,Fort Dodge Regional,42.551189,-94.191803,America/Chicago,Fort Dodge,Fort Dodge Regional
US,KFOE,FOE,Topeka,Topeka Regional  - Forbes Field,38.950939,-95.663597,America/Chicago,Topeka,Topeka Regional
US,KFOK,FOK,West Hampton Beach,Francis S Gabreski,40.843651,-72.631699,America/New_York,Westhampton Beach,Westhampton Beach Francis S Gabresk
US,KFPR,FPR,Fort Pierce,St Lucie County,27.4951,-80.368301,America/New_York,Fort Pierce,Fort Pierce St. Lucie County
US,KFRG,FRG,Farmingdale,Republic,40.728889,-73.41333,America/New_York,Farmingdale,Farmingdale Republic
US,KFRI,FRI,Fort Riley,Marshall Army Air Field,39.055301,-96.764503,America/Chicago, , 
US,KFSD,FSD,Sioux Falls,Joe Foss Field,43.582008,-96.741898,America/Chicago,Sioux Falls,Sioux Falls Regional
US,KFSI,FSI,Fort Sill,Henry Post Army Air Field (Fort Sill),34.649799,-98.402198,America/Chicago, , 
US,KFSM,FSM,Fort Smith,Fort Smith Regional,35.336578,-94.367401,America/Chicago,Fort Smith,Fort Smith Regional
US,KFST,FST,Fort Stockton,Fort Stockton Pecos County,30.9157,-102.916,America/Chicago, , 
US,KFTK,FTK,Fort Knox,Godman Army Air Field,37.9071,-85.972099,America/New_York, , 
US,KFTW,FTW,Fort Worth,Fort Worth Meacham,32.819771,-97.362396,America/Chicago,Fort Worth,Fort Worth Meacham
US,KFTY,FTY,亚特兰大,Fulton County  Brown Field,33.779098,-84.5214,America/New_York, , 
US,KFUL,FUL,Fullerton,Fullerton Municipal,33.872001,-117.980003,America/Los_Angeles, , 
US,KFVE,WFK,Frenchville,Northern Aroostook Regional,47.285499,-68.312797,America/New_York, , 
US,KFWA,FWA,Fort Wayne,Fort Wayne,40.97847,-85.195099,America/New_York,Fort Wayne,Fort Wayne
US,KFXE,FXE,劳德代尔堡,劳德代尔堡 Executive,26.197269,-80.1707,America/New_York,Fort Lauderdale,Fort Lauderdale Executive
US,KFYV,FYV,Fayetteville,Drake Field,36.0051,-94.170097,America/Chicago, , 
US,KGAD,GAD,Gadsden,Northeast Alabama Regional,33.972599,-86.088996,America/Chicago, , 
US,KGAI,GAI,Gaithersburg,Montgomery County Airpark,39.1683,-77.166,America/New_York, , 
US,KGBD,GBD,Great Bend,Great Bend Municipal,38.344299,-98.859199,America/Chicago, , 
US,KGCC,GCC,Gillette,Gillette Campbell County,44.346355,-105.532684,America/Denver,Gillette,Gillette Campbell County
US,KGCK,GCK,Garden City,Garden City Regional,37.927521,-100.723999,America/Chicago,Garden City,Garden City Regional
US,KGCN,GCN,Grand Canyon,Grand Canyon National Park,35.9524,-112.147003,America/Phoenix, , 
US,KGDV,GDV,Glendive,Dawson Community,47.138698,-104.806999,America/Denver, , 
US,KGDW,GDW,Gladwin,Gladwin Zettel Memorial,43.9706,-84.474998,America/New_York, , 
US,KGED,GED,Georgetown,Sussex County,38.688332,-75.357498,America/New_York,Georgetown,Georgetown Delaware Coastal
US,KGEG,GEG,Spokane,Spokane,47.619862,-117.532997,America/Los_Angeles,Spokane,Spokane
US,KGFK,GFK,Grand Forks,Grand Forks,47.949249,-97.176102,America/Chicago,Grand Forks,Grand Forks
US,KGFL,GFL,Queensbury,Floyd Bennett Memorial,43.341201,-73.610298,America/New_York, , 
US,KGGE,GGE,Georgetown,Georgetown County,33.311698,-79.319602,America/New_York, , 
US,KGGG,GGG,Longview,East Texas Regional,32.38401,-94.711403,America/Chicago,Longview,Longview East Texas Regional
US,KGGW,GGW,Glasgow,Wokal Field Glasgow,48.212502,-106.614998,America/Denver, , 
US,KGIF,GIF,Winter Haven,Winter Haven Municipal  - Gilbert Field,28.0629,-81.753303,America/New_York, , 
US,KGJT,GJT,Grand Junction,Grand Junction Regional,39.12241,-108.526001,America/Denver,Grand Junction,Grand Junction Regional
US,KGLD,GLD,Goodland,Renner Field-Goodland Municipal,39.370601,-101.698997,America/Denver, , 
US,KGLH,GLH,Greenville,Mid Delta Regional,33.484444,-90.985001,America/Chicago,Greenville,Greenville Mid Delta Regional
US,KGLS,GLS,Galveston,ScholesAt Galveston,29.2653,-94.860397,America/Chicago, , 
US,KGNT,GNT,Grants,Grants-Milan Municipal,35.167301,-107.902,America/Denver, , 
US,KGNV,GNV,Gainesville,Gainesville Regional,29.69005,-82.271698,America/New_York,Gainesville,Gainesville Regional
US,KGON,GON,Groton CT,Groton New London,41.330101,-72.045097,America/New_York, , 
US,KGPI,FCA,Kalispell,Glacier Park,48.310555,-114.256111,America/Denver,Kalispell,Kalispell Glacier Park
US,KGPT,GPT,Gulfport,Gulfport Biloxi,30.407261,-89.07,America/Chicago,Gulfport,Gulfport Biloxi
US,KGPZ,GPZ,Grand Rapids MN,Grand Rapids Itasca Co-Gordon Newstrom field,47.211101,-93.509803,America/Chicago, , 
US,KGQQ,GQQ,Galion,Galion Municipal,40.753398,-82.7238,America/New_York, , 
US,KGRB,GRB,Green Bay,Austin Straubel,44.484631,-88.1297,America/Chicago,Green Bay,Green Bay Austin Straubel
US,KGRF,GRF,Fort Lewis,Gray Army Air Field,47.0792,-122.581001,America/Los_Angeles, , 
US,KGRI,GRI,Grand Island,Central Nebraska Regional,40.967541,-98.309601,America/Chicago,Grand Island,Grand Island Central Nebraska Regional
US,KGRK,GRK,Killeen,Robert Gray  Army Air Field,31.067249,-97.828903,America/Chicago,Killeen,Killeen Fort Hood Regional
US,KGRR,GRR,Grand Rapids,Gerald R. Ford,42.880829,-85.522797,America/New_York,Grand Rapids,Grand Rapids Gerald R. Ford
US,KGSB,GSB,Goldsboro,Seymour Johnson Air Force Base,35.339401,-77.960601,America/New_York, , 
US,KGSO,GSO,Greensboro,Piedmont Triad,36.097752,-79.937302,America/New_York,Greensboro,Greensboro Piedmont Triad
US,KGSP,GSP,Greenville,Greenville Spartanburg,34.89566,-82.218803,America/New_York,Greenville-Spartanburg,Greenville-Spartanburg
US,KGTF,GTF,Great Falls,Great Falls,47.482651,-111.370003,America/Denver,Great Falls,Great Falls
US,KGTR,GTR,Columbus Mississippi,Golden Triangle Regional,33.450328,-88.591301,America/Chicago,Golden Triangle,Golden Triangle Regional
US,KGUC,GUC,Gunnison,Gunnison Crested Butte Regional,38.533939,-106.932999,America/Denver,Gunnison,Gunnison Crested Butte Regional
US,KGUP,GUP,Gallup,Gallup Municipal,35.5111,-108.789001,America/Denver, , 
US,KGUS,GUS,Peru,Grissom Air Reserve Base,40.648101,-86.152099,America/New_York, , 
US,KGVL,GVL,Gainesville,Lee Gilmer Memorial,34.272598,-83.8302,America/New_York, , 
US,KGVT,GVT,Greenvile,Majors,33.067798,-96.065299,America/Chicago, , 
US,KGWO,GWO,Greenwood,Greenwood-Leflore,33.4943,-90.084701,America/Chicago, , 
US,KGYR,GYR,Goodyear,Phoenix Goodyear,33.4225,-112.375999,America/Phoenix, , 
US,KGYY,GYY,Gary,Gary Chicago,41.616298,-87.412803,America/Chicago, , 
US,KHAO,HAO,Hamilton,Butler Co Regional  - Hogan Field,39.3638,-84.522003,America/New_York, , 
US,KHBG,HBG,Hattiesburg,Hattiesburg Bobby L Chain Municipal,31.264799,-89.252799,America/Chicago, , 
US,KHBR,HBR,Hobart,Hobart Regional,34.991317,-99.051313,America/Chicago, , 
US,KHDI,HDI,Cleveland,Hardwick Field,35.2201,-84.832397,America/New_York, , 
US,KHDN,HDN,Hayden,Yampa Valley,40.481159,-107.217003,America/Denver,Hayden,Hayden Yampa Valley
US,KHEF,MNZ,Manassas,Manassas Regional /Harry P. Davis Field,38.721401,-77.515403,America/New_York, , 
US,KHFD,HFD,Hartford,Hartford Brainard,41.736698,-72.649398,America/New_York, , 
US,KHGR,HGR,Hagerstown,Hagerstown Regional Richard A Henson Field,39.707901,-77.729499,America/New_York, , 
US,KHHR,HHR,Hawthorne,Jack Northrop Field Hawthorne Municipal,33.922993,-118.331543,America/Los_Angeles,Hawthorne,Hawthorne Municipal
US,KHIB,HIB,Hibbing,Range Regional,47.386589,-92.838898,America/Chicago,Hibbing,Hibbing Range Regional
US,KHIF,HIF,Ogden,Hill Air Force Base,41.12403,-111.973086,America/Denver, , 
US,KHII,HII,Lake Havasu City,Lake Havasu City,34.571098,-114.358002,America/Phoenix, , 
US,KHIO,HIO,Hillsboro,Portland Hillsboro,45.540001,-122.949997,America/Los_Angeles,Portland,Portland Hillsboro
US,KHKY,HKY,Hickory,Hickory Regional,35.7411,-81.389503,America/New_York, , 
US,KHLG,HLG,Wheeling,Wheeling Ohio County,40.174999,-80.646301,America/New_York, , 
US,KHLN,HLN,Helena,Helena Regional,46.6068,-111.982002,America/Denver,Helena,Helena Regional
US,KHLR,HLR,Fort Hood,Hood Army Air Field,31.1387,-97.7145,America/Chicago, , 
US,KHMN,HMN,Alamogordo,Holloman Air Force Base,32.8525,-106.107002,America/Denver, , 
US,KHND,HSH,Henderson,Henderson Executive,35.972801,-115.134002,America/Los_Angeles, , 
US,KHOB,HOB,Hobbs,Lea County Regional,32.687519,-103.217003,America/Denver,Hobbs,Hobbs Lea County Regional
US,KHON,HON,Huron,Huron Regional,44.3852,-98.2285,America/Chicago, , 
US,KHOP,HOP,Hopkinsville,Campbell AAF (Fort Campbell) Air Field,36.668598,-87.4962,America/Chicago, , 
US,KHOT,HOT,Hot Springs,Memorial Field,34.478889,-93.096107,America/Chicago,Hot Springs,Hot Springs Memorial Field
US,KHOU,HOU,休斯顿,William P Hobby,29.645411,-95.278801,America/Chicago,Houston,Houston William P. Hobby
US,KHPN,HPN,White Plains,Westchester County,41.06694,-73.707497,America/New_York,White Plains,White Plains Westchester County
US,KHQM,HQM,Hoquiam,Bowerman,46.971199,-123.936996,America/Los_Angeles, , 
US,KHRL,HRL,Harlingen,Valley,26.2285,-97.654297,America/Chicago,Harlingen,Harlingen Valley
US,KHRO,HRO,Harrison,Boone County,36.26152,-93.154701,America/Chicago,Harrison,Harrison Boone County
US,KHST,HST,Homestead,Homestead ARB,25.488599,-80.383598,America/New_York, , 
US,KHSV,HSV,Huntsville,HuntsvilleCarl T Jones Field,34.637192,-86.775002,America/Chicago,Huntsville,Huntsville
US,KHTL,HTL,Houghton Lake,Roscommon County - Blodgett Memorial,44.359798,-84.671095,America/New_York, , 
US,KHTS,HTS,Huntington,Tri-State/Milton J. Ferguson Field,38.360001,-82.550003,America/New_York,Huntington,Huntington Tri State
US,KHUA,HUA,Redstone,Redstone Army Air Field,34.678699,-86.684799,America/Chicago, , 
US,KHUF,HUF,Terre Haute,Terre HauteHulman Field,39.451499,-87.307601,America/New_York, , 
US,KHUL,HUL,Houlton,Houlton,46.1231,-67.792098,America/New_York, , 
US,KHUT,HUT,Hutchinson,Hutchinson Municipal,38.065498,-97.860603,America/Chicago, , 
US,KHVN,HVN,New Haven,Tweed New Haven,41.263748,-72.886803,America/New_York,New Haven,New Haven Tweed
US,KHVR,HVR,Havre,Havre City County,48.542999,-109.762001,America/Denver, , 
US,KHWD,HWD,Hayward,Hayward Executive,37.65889,-122.121666,America/Los_Angeles,Hayward,Hayward Executive
US,KHWO,HWO,Hollywood,North Perry,26.0012,-80.2407,America/New_York, , 
US,KHXD,HHH,Hilton Head Island,Hilton Head,32.220001,-80.690002,America/New_York,Hilton Head Island,Hilton Head Island
US,KHYA,HYA,Barnstable,Barnstable Municipal Boardman Polando Field,41.665833,-70.280556,America/New_York,Hyannis,Hyannis Barnstable Municipal
US,KHYS,HYS,Hays,Hays Regional,38.846111,-99.27417,America/Chicago,Hays,Hays Regional
US,KHZL,HZL,Hazleton,Hazleton Municipal,40.986801,-75.994903,America/New_York, , 
US,KIAB,IAB,Wichita,Mc Connell Air Force Base,37.621898,-97.268203,America/Chicago, , 
US,KIAD,IAD,华盛顿特区,杜勒斯,38.947441,-77.4599,America/New_York,Washington,Dulles
US,KIAG,IAG,Niagara Falls,Niagara Falls,43.107299,-78.946197,America/New_York, , 
US,KIAH,IAH,休斯顿,George Bush Intercontinental Houston,29.98443,-95.3414,America/Chicago,Houston,Houston George Bush Intercontinental
US,KICT,ICT,Wichita,Wichita Eisenhower National,37.64994,-97.432999,America/Chicago,Wichita,Wichita Dwight D. Eisenhower National
US,KIDA,IDA,Idaho Falls,Idaho Falls Regional,43.513721,-112.07,America/Denver,Idaho Falls,Idaho Falls Regional
US,KIGM,IGM,Kingman,Kingman,35.25,-113.93, ,Kingman,Kingman
US,KIKK,IKK,Kankakee,Greater Kankakee,41.071399,-87.846298,America/Chicago, , 
US,KILG,ILG,Wilmington,New Castle,39.678719,-75.606499,America/New_York,Wilmington,Wilmington New Castle
US,KILM,ILM,Wilmington,Wilmington,34.27066,-77.902496,America/New_York,Wilmington,Wilmington
US,KILN,ILN,Wilmington,Wilmington Airpark,39.428055,-83.792221,America/New_York,Wilmington,Wilmington Air Park
US,KIMM,IMM,Immokalee,Immokalee Regional,26.4332,-81.401,America/New_York, , 
US,KIMT,IMT,Iron Mountain,Ford,45.818352,-88.114502,America/Chicago,Iron Mountain,Iron Mountain Ford
US,KIND,IND,Indianapolis,Indianapolis,39.717289,-86.294601,America/New_York,Indianapolis,Indianapolis
US,KINK,INK,Wink,Winkler County,31.7796,-103.200996,America/Chicago, , 
US,KINL,INL,International Falls,Falls,48.565578,-93.4021,America/Chicago,International Falls,Falls
US,KINS,INS,Indian Springs,Creech Air Force Base,36.5872,-115.672996,America/Los_Angeles, , 
US,KINT,INT,Winston-salem,Smith Reynolds,36.133701,-80.222,America/New_York, , 
US,KINW,INW,Winslow,Winslow Lindbergh Regional,35.0219,-110.722999,America/Phoenix, , 
US,KIOW,IOW,Iowa City,Iowa City Municipal,41.639198,-91.546501,America/Chicago, , 
US,KIPL,IPL,Imperial,Imperial County,32.834209,-115.578003,America/Los_Angeles,Imperial,Imperial County
US,KIPT,IPT,Williamsport,Williamsport Regional,41.241829,-76.920998,America/New_York,Williamsport,Williamsport Regional
US,KIRK,IRK,Kirksville,Kirksville Regional,40.092499,-92.543892,America/Chicago,Kirksville,Kirksville Municipal
US,KISM,ISM,Kissimmee,Kissimmee Gateway,28.2898,-81.437103,America/New_York, , 
US,KISN,ISN,Williston,Sloulin Field,48.177898,-103.641998,America/Chicago, , 
US,KISO,ISO,Kinston,Kinston Regional Jetport At Stallings Field,35.331401,-77.608802,America/New_York, , 
US,KISP,ISP,Islip,Long Island Mac Arthur,40.79525,-73.100197,America/New_York,Islip,Islip Long Island MacArthur
US,KISW,ISW,Wisconsin Rapids,Alexander Field South Wood County,44.360298,-89.838996,America/Chicago, , 
US,KITH,ITH,Ithaca,Ithaca Tompkins Regional,42.490341,-76.463593,America/New_York,Ithaca,Ithaca Tompkins Regional
US,KIWA,AZA,Mesa,Phoenix-Mesa-Gateway,33.299999,-111.650002,America/Phoenix,Phoenix,Phoenix Mesa Gateway
US,KIWD,IWD,Ironwood,Ironwood Gogebic Iron County,46.525555,-90.131668, ,Ironwood,Ironwood Gogebic Iron County
US,KIWS,IWS,休斯顿,West Houston,29.818199,-95.672599,America/Chicago, , 
US,KIXD,JCI,Olathe,New Century Aircenter,38.830002,-94.889999,America/Chicago,Kansas City,Kansas City New Century Aircenter
US,KIYK,IYK,Inyokern,Inyokern,35.656666,-117.82917,America/Los_Angeles,Inyokern,Inyokern
US,KIZG,FRY,Fryeburg,Eastern Slopes Regional,43.9911,-70.947898,America/New_York, , 
US,KJAC,JAC,Jacksn Hole,Jackson Hole,43.60733,-110.737,America/Denver,Jackson,Jackson Hole
US,KJAN,JAN,Jackson,Jackson-Medgar Wiley Evers,32.311161,-90.075798,America/Chicago,Jackson,Jackson Evers
US,KJAX,JAX,Jacksonville,Jacksonville,30.494049,-81.687798,America/New_York,Jacksonville,Jacksonville
US,KJBR,JBR,Jonesboro,Jonesboro Municipal,35.831699,-90.6464,America/Chicago, , 
US,KJEF,JEF,Jefferson City,Jefferson City Memorial,38.591201,-92.156097,America/Chicago, , 
US,KJFK,JFK,纽约,肯尼迪,40.639751,-73.7789,America/New_York,New York,John F. Kennedy
US,KJHW,JHW,Jamestown,Chautauqua County-Jamestown,42.1534,-79.258003,America/New_York, , 
US,KJKA,GUF,Gulf Shores,Jack Edwards,30.2905,-87.671798,America/Chicago, , 
US,KJLN,JLN,Joplin,Joplin Regional,37.15181,-94.498199,America/Chicago,Joplin,Joplin Regional
US,KJMS,JMS,Jamestown,Jamestown Regional,46.919998,-98.669998,America/Chicago,Jamestown,Jamestown Regional
US,KJOT,JOT,Joliet,Joliet Regional,41.517799,-88.175498,America/Chicago, , 
US,KJQF,USA,Concord,Concord Regional,35.385139,-80.711189,America/New_York,Concord,Concord Regional
US,KJST,JST,Johnstown,John Murtha Johnstown Cambria County,40.310001,-78.830002,America/New_York,Johnstown,Johnstown Cambria County
US,KJVL,JVL,Janesville,Southern Wisconsin Regional,42.6203,-89.041603,America/Chicago, , 
US,KJXN,JXN,Jackson,Jackson County Reynolds Field,42.259799,-84.459396,America/New_York, , 
US,KJZI,JZI,Charleston,Charleston Executive,32.700001,-80, ,Charleston,Charleston Executive
US,KKLS,KLS,Kelso,Southwest Washington Regional,46.118,-122.898002,America/Los_Angeles, , 
US,KLAA,LAA,Lamar,Lamar Municipal,38.069698,-102.688003,America/Denver, , 
US,KLAF,LAF,Lafayette,Purdue University,40.4123,-86.936897,America/New_York, , 
US,KLAL,LAL,Lakeland,Lakeland Linder Regional,27.988899,-82.0186,America/New_York, , 
US,KLAM,LAM,Los Alamos,Los Alamos,35.879798,-106.268997,America/Denver, , 
US,KLAN,LAN,Lansing,Capital City,42.77866,-84.586601,America/New_York,Lansing,Lansing Capital Region
US,KLAR,LAR,Laramie,Laramie Regional,41.31361,-105.673058,America/Denver,Laramie,Laramie Regional
US,KLAS,LAS,拉斯维加斯,McCarran,36.080051,-115.152,America/Los_Angeles,Las Vegas,Las Vegas McCarran
US,KLAW,LAW,Lawton,Lawton Fort Sill Regional,34.560001,-98.410004,America/Chicago,Lawton,Lawton Fort Sill Regional
US,KLAX,LAX,洛杉矶,洛杉矶,33.94252,-118.406998,America/Los_Angeles,Los Angeles,Los Angeles
US,KLBB,LBB,Lubbock,Lubbock Preston Smith,33.663631,-101.821999,America/Chicago,Lubbock,Lubbock Preston Smith
US,KLBE,LBE,Latrobe,Arnold Palmer Regional,40.274601,-79.4067,America/New_York,Latrobe,Latrobe Arnold Palmer Regional
US,KLBF,LBF,North Platte,North Platte Regional  Lee Bird Field,41.126202,-100.683601,America/Chicago,North Platte,North Platte Regional
US,KLBL,LBL,Liberal,Liberal Mid-America Regional,37.044167,-100.959999,America/Chicago,Liberal,Liberal Mid-America Regional
US,KLBT,LBT,Lumberton,Lumberton Regional,34.609901,-79.059402,America/New_York, , 
US,KLBX,LJN,Angleton,Texas Gulf Coast Regional,29.1086,-95.462097,America/Chicago, , 
US,KLCH,LCH,Lake Charles,Lake Charles Regional,30.12608,-93.223396,America/Chicago,Lake Charles,Lake Charles Regional
US,KLCK,LCK,Columbus,Rickenbacker,39.813782,-82.927803,America/New_York,Columbus,Columbus Rickenbacker
US,KLCQ,LCQ,Lake City,Lake City Gateway,30.181999,-82.576896,America/New_York, , 
US,KLDJ,LDJ,Linden,Linden,40.617401,-74.244598,America/New_York, , 
US,KLEB,LEB,Lebanon,Lebanon Municipal,43.62611,-72.3041,America/New_York,Lebanon,Lebanon Municipal
US,KLEW,LEW,Lewiston,Auburn Lewiston Municipal,44.0485,-70.2835,America/New_York, , 
US,KLEX,LEX,Lexington KY,Blue Grass,38.036499,-84.605797,America/New_York,Lexington,Lexington Blue Grass
US,KLFI,LFI,Hampton,Langley Air Force Base,37.082901,-76.360496,America/New_York, , 
US,KLFK,LFK,Lufkin,Angelina County,31.233999,-94.75,America/Chicago, , 
US,KLFT,LFT,Lafayette,Lafayette Regional,30.20525,-91.987602,America/Chicago,Lafayette,Lafayette Regional
US,KLGA,LGA,纽约,La Guardia,40.777248,-73.872597,America/New_York,New York,New York LaGuardia
US,KLGB,LGB,Long Beach,Long Beach /Daugherty Field/,33.817719,-118.151001,America/Los_Angeles,Long Beach,Long Beach
US,KLGC,LGC,LaGrange,Lagrange Callaway,33.008899,-85.072601,America/New_York, , 
US,KLGU,LGU,Logan,Logan-Cache,41.791198,-111.851997,America/Denver, , 
US,KLHV,LHV,Lock Haven,William T. Piper Memorial,41.135601,-77.422302,America/New_York, , 
US,KLHW,LIY,Wright,Wright AAF (Fort Stewart)/Midcoast Regional,31.889099,-81.562303,America/New_York, , 
US,KLIT,LIT,Little Rock,Bill & Hillary Clinton National /Adams Field,34.729439,-92.224297,America/Chicago,Little Rock,Little Rock Clinton National
US,KLKP,LKP,Lake Placid,Lake Placid,44.264499,-73.961898,America/New_York, , 
US,KLKV,LKV,Lakeview,Lake County,42.161098,-120.399002,America/Los_Angeles, , 
US,KLMT,LMT,Klamath Falls,Crater Lake-Klamath Regional,42.156101,-121.733002,America/Los_Angeles, , 
US,KLNA,LNA,West Palm Beach,Palm Beach County Park,26.593,-80.085098,America/New_York, , 
US,KLNK,LNK,Lincoln,Lincoln,40.850971,-96.759201,America/Chicago,Lincoln,Lincoln
US,KLNN,LNN,Willoughby,Willoughby Lost Nation Municipal,41.683998,-81.389701,America/New_York, , 
US,KLNR,LNR,Lone Rock,Tri-County Regional,43.2117,-90.181602,America/Chicago, , 
US,KLNS,LNS,Lancaster,Lancaster,40.12236,-76.294296,America/New_York,Lancaster,Lancaster
US,KLOM,BBX,Philadelphia,Wings Field,40.1375,-75.265098,America/New_York, , 
US,KLOT,LOT,Lockport,Lewis University,41.607299,-88.096199,America/Chicago, , 
US,KLOU,LOU,Louisville,Bowman Field,38.228,-85.663696,America/New_York, , 
US,KLOZ,LOZ,London,London-Corbin /Magee Field,37.082199,-84.084899,America/New_York, , 
US,KLPC,LPC,Lompoc,Lompoc,34.665599,-120.468002,America/Los_Angeles, , 
US,KLRD,LRD,Laredo,Laredo,27.543791,-99.461502,America/Chicago,Laredo,Laredo
US,KLRF,LRF,Jacksonville,Little Rock Air Force Base,34.9169,-92.149696,America/Chicago, , 
US,KLRU,LRU,Las Cruces,Las Cruces,32.289398,-106.921997,America/Denver, , 
US,KLSE,LSE,La Crosse,La Crosse Municipal,43.879261,-91.256599,America/Chicago,La Crosse,La Crosse Regional
US,KLSF,LSF,Fort Benning,Lawson Army Air Field (Fort Benning),32.337299,-84.991302,America/New_York, , 
